Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;geo_shape;geo_point_2d
CP001402;;75008;9;2;SAEMES;TRAVAUX_PARC_STATIONNEMENT;Rénovation du parc  Haussmann/Berri;boulevard Haussmann;n°157;2019-07-15;2021-09-30;RESTREINTE;maintien d'une file de circulation au droit de l'emprise.;2;4;;"{""coordinates"": [[[2.310102624795797, 48.874977290030614], [2.310099054372, 48.87493969231696], [2.309484875812593, 48.874920046548155], [2.309479526725192, 48.87501664261966], [2.310105947731567, 48.8750336753332], [2.310102624795797, 48.874977290030614]]], ""type"": ""Polygon""}";48.87497762733979,2.3097909395858114
CP002315;613221;75010;11;3;Bouygues Telecom;ENTRETIEN_RESEAU;Installation antenne;Boulevard Denain;Depuis la rue de Dunkerque;2022-04-27;2022-04-29;BARRAGE_TOTAL;;1;1;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/denain.bd.8 - PV de ROC - Bouguyes - grutage - cite 613221.pdf;"{""coordinates"": [[[2.354544681002296, 48.87964724965607], [2.354640588396908, 48.879622781454636], [2.354644194701786, 48.879622800895085], [2.354191023674502, 48.87878277721294], [2.354091467112319, 48.87881079393019], [2.354544681002296, 48.87964724965607]]], ""type"": ""Polygon""}";48.8792144892184,2.354367102847726
CP002274;;75010;11;1;STV;REAMENAGEMENT_VOIRIE;Aménagement PMR Bus (reprise hauteur bordures & trottoir);Voie Bus ( voie de droite);Entre le 152 et le 154 avenue Parmentier;2022-04-11;2022-05-09;RESTREINTE;"Ph1 : Travaux sur chaussée (bordures)
Ph2 : Travaux sur trottoir (avec passage en lice sur chaussée)";2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/152Parmentier_L46_Emprisephase2.PDF;"{""coordinates"": [[[[2.370838411315829, 48.87032680852166], [2.370860441014111, 48.87034043867259], [2.371034061457462, 48.870105353047975], [2.370990693810951, 48.87011226320286], [2.370838411315829, 48.87032680852166]]], [[[2.370860441014111, 48.87034043867259], [2.370859879706781, 48.870341198361125], [2.3708616832224783, 48.87034120784074], [2.370860441014111, 48.87034043867259]]]], ""type"": ""MultiPolygon""}";48.87021781366042,2.3709336448462888
CP002281;;75007;12;1;MDP - SAGP;REAMENAGEMENT_VOIRIE;Semi pérennisation piste cyclable;Rue de Sèvres;Entre boulevard Pasteur et boulevard Montparnasse;2022-05-02;2022-05-06;BARRAGE_TOTAL;"Déviation VL + Bus + vélos
Sauf véhicules pour urgences Necker
Travaux de nuit (entre 22h et 6h)";1;1;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR Semi-pÃ©rennisation coronapistes - SÃ¨vres.pdf;"{""coordinates"": [[[2.311986842092692, 48.84543648917873], [2.316334585869718, 48.846786890645426], [2.31638840174872, 48.84671472662646], [2.312050527116316, 48.84536657190658], [2.312054522076323, 48.84537196318366], [2.311986842092692, 48.84543648917873]]], ""type"": ""Polygon""}";48.846075699519105,2.314188489649394
CP002248;;75018;9;1;Mission Vélo;REAMENAGEMENT_VOIRIE;Travaux Piste cyclable + Travaux préparatoires;Avenue de St Ouen;Entre La Fourche et rue  Etex;2022-05-03;2022-07-01;RESTREINTE;"Circulation fermée dans les 2 sens, hormis Bus, taxis et desserte locale.
Mise en impasse ponctuel + Fermeture ponctuelle de l'avenue de St Ouen en fonction des phases.
Ouverture de l'avenue de Clichy à la circulation générale dans les 2 sens.";1;1;;"{""coordinates"": [[[2.326787206024202, 48.89133194120749], [2.326967411968618, 48.89125239713388], [2.32568009403249, 48.88751804604865], [2.325540685727745, 48.88759244831866], [2.32678727546186, 48.89132657082723], [2.326787206024202, 48.89133194120749]]], ""type"": ""Polygon""}";48.889491986552024,2.3262675318689046
CP002303;607775;75009;11;2;Eau de Paris;ENTRETIEN_RESEAU;Renouvellement de conduite Eau Potable- Branchement Secours Incendie;bd Haussmann;Au N°70, angle rue du Havre;2022-05-09;2022-11-30;RESTREINTE;Neutralisation de la voie BUS;2;1;;"{""coordinates"": [[[[2.327343364730234, 48.873827454524964], [2.327509125420857, 48.87382130897935], [2.327485063506302, 48.87374894154183], [2.327271950947485, 48.87377074195484], [2.327201266893452, 48.87384331260701], [2.327244059542448, 48.873881624858015], [2.327343364730234, 48.873827454524964]]], [[[2.327509125420857, 48.87382130897935], [2.32750937085783, 48.87382204601793], [2.327510571305705, 48.87382125504791], [2.327509125420857, 48.87382130897935]]]], ""type"": ""MultiPolygon""}";48.87380458679646,2.327353523444885
CP002226;533385;75004;11;2;CPCU;TRAVAUX_URGENCE;Fuite sur retour d'eau;Quai des Célestins;Du 32 au 34;2021-11-29;2022-02-25;RESTREINTE;Maintien d'une voie dans chaque sens;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/32S21114  - Information aux Riverains - 32 quai des CÃ©lestins 75004 Paris.pdf;"{""coordinates"": [[[[2.359149563292354, 48.852891252893116], [2.359554788663759, 48.852740964144154], [2.359494719324207, 48.85273707666851], [2.359142197997305, 48.85286448106052], [2.359149563292354, 48.852891252893116]]], [[[2.359554788663759, 48.852740964144154], [2.359556451875757, 48.8527411403263], [2.359556461668768, 48.85274034355144], [2.359554788663759, 48.852740964144154]]]], ""type"": ""MultiPolygon""}";48.852810123552935,2.359331683677943
CP002260;555478;75010;11;2;ENEDIS;RACCORDEMENT_RESEAU;Raccordement du 44 rue des Vinaigriers;Rue des Vinaigriers;Du 44 au 58 + au N°61;2022-02-28;2022-05-16;RESTREINTE;"Travaux sur trottoir
Barrage de la rue entre bd Magenta et rue Lucien Sampaix du 01/03 au 03003 pour réalisation de la traversée de chaussée au N°61";2;2;;"{""coordinates"": [[[2.361052735394181, 48.87320984410238], [2.361047807944874, 48.87316685378005], [2.359122918378831, 48.873266698105176], [2.359136520944594, 48.873224681060755], [2.359055023701667, 48.873231387245234], [2.359042319691263, 48.87327062114726], [2.358992947409897, 48.87327710269447], [2.358935367071119, 48.87325582719363], [2.358894017813191, 48.87330354489882], [2.361047280929574, 48.87320981498729], [2.361052735394181, 48.87320984410238]]], ""type"": ""Polygon""}";48.873235730480005,2.3600216338920337
CP001565;;75018;9;3;Immobilière  3F;CONSTRUCTION_IMMEUBLE;;Rue du Poteau;N°106;2020-01-06;2022-03-31;RESTREINTE;neutralisation de la voie bus;2;2;;"{""coordinates"": [[[2.3376812938447, 48.897636979456934], [2.337730510823177, 48.89759799006167], [2.337874885258089, 48.89745483164698], [2.337813780200519, 48.89743545790621], [2.3376236007844913, 48.897633090982154], [2.3376812938447, 48.897636979456934]]], ""type"": ""Polygon""}";48.89753715687949,2.3377528431666716
CP001741;350656;75020;10;2;RATP;TRAVAUX_OUVRAGE;Aménagement de la sortie de la station Pyrénées.;389-401 rue des Pyrénées;entre les rues de Belleville et de la Mare;2020-09-21;2022-09-30;RESTREINTE;Maintien d'une file par sens.;2;2;;"{""coordinates"": [[[2.387550404515506, 48.87381481298314], [2.387547160939511, 48.873783863795396], [2.38537260434688, 48.87388336408119], [2.385449890125758, 48.873906365648196], [2.387550404515506, 48.87381481298314]]], ""type"": ""Polygon""}";48.87384573364646,2.386508603878203
CP001832;;75008;9;3;Bouygues batiment;CONSTRUCTION_IMMEUBLE;;Cours Albert 1er;n°38;2021-04-19;2022-08-26;RESTREINTE;Lors du montage de la grue à tour et de l'installation de la base vie fermeture du Cours Albert 1er  depuis la rue Bayard du 22/05 au 16/06 de 22h à 5h30 .Maintien d'une file de circulation de 5,50, report de la piste cyclable au droit de l'emprise.;2;2;;"{""coordinates"": [[[2.304692490004753, 48.86475023193304], [2.304350955018307, 48.864734826251045], [2.304357370740927, 48.864863701604015], [2.304686880950243, 48.86486561641514], [2.304692490004753, 48.86475023193304]]], ""type"": ""Polygon""}";48.86480315272811,2.3045189052004873
CP001831;292272;75002;11;3;Opéra Immo;REHABILITATION_IMMEUBLE;Création d'un hôtel 5 étoiles;rue du quatre Septembre;n°17;2021-01-04;2022-06-30;RESTREINTE;neutralisation du couloir bus.;2;2;;"{""coordinates"": [[[2.336450299838458, 48.869509161795854], [2.33646359300425, 48.869541596518545], [2.336500091445267, 48.86956464213821], [2.336659206491892, 48.86953268728373], [2.336686417251287, 48.869491909921386], [2.336728067899782, 48.86945026196589], [2.33669571572311, 48.86944151644866], [2.33667088046339, 48.8694656493637], [2.336450299838458, 48.869509161795854]]], ""type"": ""Polygon""}";48.86951125943925,2.33658292077144
CP001357;;75008;9;3;Gaumont Ambassade;REHABILITATION_IMMEUBLE;;50 avenue des Champs Elysées;angle 1 rue du Colisée;2019-06-24;2022-02-24;RESTREINTE;Neutralisation zone deux roues, renvoi des piétons en vis à vis;2;4;;"{""coordinates"": [[[2.306789592123125, 48.87030638280598], [2.306872447080684, 48.87036873033179], [2.307009366566736, 48.87032573944564], [2.307215433878396, 48.8703992701916], [2.307248343595926, 48.870365671400755], [2.306880041125742, 48.87023171421646], [2.306828729750709, 48.870238555171], [2.306789592123125, 48.87030638280598]]], ""type"": ""Polygon""}";48.870313023446236,2.3069744290114285
CP002200;458502 / 458514;75014;12;2;Eau de Paris;ENTRETIEN_RESEAU;Renouvellement de conduite;Avenue Reille;Entre rue Gazan et avenue de la Sibelle;2021-12-02;2022-06-24;SENS_UNIQUE;"Mise à sens unique de Reille depuis Gazan vers avenue de La Sibelle.
Barrage total de la rue pour la pose de Bungalows le 02/12 de 9h00 à 17H00
Réouverture de rue de la Cité Universitaire à la circulation générale de Liard à bd Jourdan";1;2;;"{""coordinates"": [[[2.339845900525281, 48.8246309682777], [2.339870467712752, 48.82454067862101], [2.3395875529594248, 48.82454149629961], [2.33843594645613, 48.824412580757944], [2.338418944137513, 48.82447435673321], [2.33984229666775, 48.82463094838302], [2.339845900525281, 48.8246309682777]]], ""type"": ""Polygon""}";48.8245234422393,2.3391658596392144
CP001304;;75016;13;1;Mission Tram;TRAVAUX_TRAMWAY;;Bd Bruix;entre la Porte Maillot et la Porte Dauphine.;2019-06-12;2023-12-29;RESTREINTE;Modification des emprises selon le phasage.;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2 INFOS RIVERAINS - Boulevard Lannes - 16Ã¨me.pdf;"{""coordinates"": [[[2.282587176149617, 48.87673101609813], [2.282791822172431, 48.87665168382466], [2.282590726757685, 48.87647325095282], [2.282454688434306, 48.87630057765371], [2.282180248824757, 48.87612707433623], [2.281264717613463, 48.87579934654048], [2.280032948891074, 48.87537841050356], [2.278893281000911, 48.87477541724447], [2.27830321591264, 48.8744657389673], [2.277532095601689, 48.8737092067476], [2.277340361791119, 48.873444891203214], [2.276383150126895, 48.872606668194464], [2.275689384527623, 48.87214597228412], [2.2758799069872993, 48.87191081909824], [2.276005825002823, 48.871637680343035], [2.275911122648476, 48.871422284171445], [2.275816122438306, 48.87122836787515], [2.275396097094305, 48.87098951979143], [2.274851574794821, 48.870921774952045], [2.274196736216298, 48.87117559484153], [2.273999116977165, 48.87133551439005], [2.27387154219417, 48.8717267936889], [2.274053838511147, 48.87208235795445], [2.274490746074458, 48.87227834836008], [2.275451658855188, 48.8722626860328], [2.27802626890296, 48.874474809797384], [2.27904372580083, 48.87508244647071], [2.280176150979963, 48.875620947622885], [2.28213680359129, 48.87632552435296], [2.282587176149617, 48.87673101609813]]], ""type"": ""Polygon""}";48.87292815989877,2.2766684245496944
CP002284;;75008;9;3;Banque Lazare;REHABILITATION_IMMEUBLE;;;N°12 et 121 Bd Haussmann;2021-01-04;2022-12-17;RESTREINTE;;2;2;;"{""coordinates"": [[[2.314539807588856, 48.87508893186953], [2.314542312665995, 48.87489858564759], [2.3143975580168012, 48.87493344966882], [2.314379337528463, 48.87508444429824], [2.314424269940958, 48.875096599007904], [2.314822684262845, 48.87511196732017], [2.314821052745347, 48.875098870789984], [2.314539807588856, 48.87508893186953]]], ""type"": ""Polygon""}";48.87501845971056,2.3144924948683365
CP002306;584726;75010;11;3;ISF La sablière;CONSTRUCTION_IMMEUBLE;Pose d'une base vie + zone de stockage matériaux pour le chantier de réhabilitation des 3 immeubles;impasse BOUTRON;Accès fermé depuis la rue du Faubourg Saint Martin;2022-05-15;2022-05-22;BARRAGE_TOTAL;Barrage totale de l'impasse avec déplacement du stationnement bus GAIA;2;1;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/ROC la sabliere 166 fg st martin.pdf;"{""coordinates"": [[[2.361559461227736, 48.87737420037401], [2.361918565661581, 48.87721430961548], [2.361912051644032, 48.87715716631585], [2.361525790517951, 48.877325240953034], [2.361525775932836, 48.87732643069341], [2.361559461227736, 48.87737420037401]]], ""type"": ""Polygon""}";48.877268318082955,2.3617267936491975
CP002158;604515;75019;10;2;RATP ligne 2;TRAVAUX_OUVRAGE;"Renforcement des travées du métro aérien
+ travaux sur les 2 escaliers menant au quais";222-230 Boulevard de la Villette;;2021-11-02;2022-12-11;RESTREINTE;neutralisation du stationnement, piéton en lice;2;2;;"{""coordinates"": [[[2.366299232998371, 48.88435282951406], [2.367183933739846, 48.88429207374539], [2.367171397017559, 48.88413615136192], [2.366761568013653, 48.88416253813643], [2.366269049854223, 48.88416469145341], [2.366299232998371, 48.88435282951406]]], ""type"": ""Polygon""}";48.88424029147946,2.3667159312952353
CP002236;88663;75019;10;2;GRDF;ENTRETIEN_RESEAU;;Quai de la Loire;Angle rue de la Moselle;2022-03-14;2022-04-08;IMPASSE;"Rue de la Moselle depuis Pierre Reverdy vers Quai de la Loire en journée
Circulation restituée soir et Week-end";2;2;;"{""coordinates"": [[[[2.375538932895, 48.88568586874052], [2.375598913848156, 48.88570721227846], [2.375634556241141, 48.885685178516816], [2.375600481767894, 48.8856683444193], [2.375538932895, 48.88568586874052]]], [[[2.375598913848156, 48.88570721227846], [2.375596388661952, 48.88570877382826], [2.375600011025539, 48.885707602911474], [2.375598913848156, 48.88570721227846]]]], ""type"": ""MultiPolygon""}";48.885687073275236,2.375591036108047
CP002262;599110 / 599218;75010;11;1;STV;REAMENAGEMENT_VOIRIE;Travaux sur trottoirs pairs et impairs;Rue des Vinaigriers  / Rue Jean Poulmarch;Entre Jean Poulmarch et rue Lucien Sampaix  / depuis rue des Vinaigriers jusqu'à rue de Lancry;2022-04-11;2022-05-13;BARRAGE_TOTAL;Entre 7h00 et 17h00.;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR Vinaigriers - Poulmarch.pdf;"{""coordinates"": [[[[2.363254368977461, 48.872758584592454], [2.363242030912762, 48.872760234894784], [2.3632628777890092, 48.8728253777467], [2.363351157968183, 48.87307966895], [2.363337649254817, 48.87310179722877], [2.363104344631555, 48.87310531540364], [2.36207613764045, 48.87311571170892], [2.36153742668862, 48.87311918077783], [2.361508628625826, 48.87311426788091], [2.361459174554183, 48.873125902308516], [2.361631261811922, 48.873212482006714], [2.36184300089257, 48.87320410503188], [2.362643884151602, 48.87319646212217], [2.363405098247363, 48.87318941229739], [2.363488245180708, 48.87307722153094], [2.363372683201149, 48.87274276413051], [2.363243221042157, 48.87276024122578], [2.363254368977461, 48.872758584592454]]], [[[2.363254368977461, 48.872758584592454], [2.363372683201149, 48.87274276413051], [2.363372106469924, 48.87274109369236], [2.363254368977461, 48.872758584592454]]]], ""type"": ""MultiPolygon""}";48.87310255111658,2.3626815869035753
CP000786;;75004;11;3;Spna;REHABILITATION_IMMEUBLE;;bd Morland , rue agrippa d'Aubigné,rue Schomberg;N°17,du n°2au n°8,du n°1 au n°7;2018-07-16;2022-03-31;SENS_UNIQUE;de la rue agrippa d'Aubigné depuis le bd Morland vers et jusqu'au quai Henri IV. Maintien d'une file de circulation rue Schomberg.;2;4;;"{""coordinates"": [[[2.36287189894677, 48.85040772786612], [2.363763007444649, 48.84970922780626], [2.363816696494305, 48.84964240966964], [2.362535970598622, 48.84894308596265], [2.361658309341698, 48.84953965316866], [2.361578934133885, 48.84971101383103], [2.36287189894677, 48.85040772786612]]], ""type"": ""Polygon""}";48.84966911416161,2.3626814920578236
CP000753;;75013;14;2;SNCF;TRAVAUX_OUVRAGE;Couverture des voies SNCF;Av de France;côté voies SNCF entre rue Julie Daubié et rue Nicole Rein-Lepaute.;2018-07-23;2023-11-30;RESTREINTE;Les deux sens de circulations sont reportés côté pair de l'avenue.;2;2;;"{""coordinates"": [[[2.379871709032514, 48.827142370906685], [2.38117464776603, 48.82571180087149], [2.380418211573322, 48.82548285012793], [2.3786689133943, 48.82665533943943], [2.379871709032514, 48.827142370906685]]], ""type"": ""Polygon""}";48.82630766425325,2.379969472873171
CP002106;3855999;75006;12;2;EDP;ENTRETIEN_RESEAU;remplacement de conduite;rue de Sèvres;Du n°17 au n°13;2021-08-30;2022-03-18;RESTREINTE;neutralisation du couloir de bus au droit de l'emprise, modification des files de circulation.;2;2;;"{""coordinates"": [[[2.3277387462232, 48.85169617683022], [2.328170531639485, 48.85176641991179], [2.328238898385252, 48.85177751151717], [2.328275567777805, 48.85173012609385], [2.327734059015074, 48.8516402311442], [2.3277387462232, 48.85169617683022]]], ""type"": ""Polygon""}";48.851710442089946,2.327995528924593
CP002107;385599;75006;12;2;EDP;ENTRETIEN_RESEAU;Base vie;rue Babylone;en vis à vis du n°6 au n°8;2021-08-23;2022-02-28;RESTREINTE;maintien d'une file de circulation;2;2;;"{""coordinates"": [[[2.325479328125466, 48.851727482549116], [2.32590291348367, 48.85173462914261], [2.32593218884779, 48.851701480068826], [2.325934314888607, 48.85167650699145], [2.325474689543419, 48.85166796748592], [2.325479328125466, 48.851727482549116]]], ""type"": ""Polygon""}";48.85170127343006,2.3257002567355536
CP001192;;75017;9;1;Ville de Paris;TRAVAUX_TRAMWAY;;T3O;;2019-03-20;2023-12-29;RESTREINTE;Modification des files de circulation selon le phasage;1;2;;"{""coordinates"": [[[2.30164634589797, 48.88918785517971], [2.3020245439523412, 48.888921535801586], [2.297962325470282, 48.886985891075085], [2.295364532580859, 48.88758286844559], [2.286398442999449, 48.88221295483762], [2.285378476749512, 48.88058496880667], [2.284654336512058, 48.87876540019331], [2.284275779705355, 48.877871625222724], [2.284314102918619, 48.87745295132455], [2.283783254682631, 48.87697716734359], [2.283332206996041, 48.8766200113347], [2.282564688688691, 48.87677653101243], [2.283697113254913, 48.87732036755266], [2.285178643488884, 48.88090600775047], [2.285441035552223, 48.881960199260575], [2.288283645261082, 48.88369570075372], [2.291835860998056, 48.885961639742725], [2.29361215627909, 48.8870891980241], [2.295504570166138, 48.88806703716328], [2.29625839753524, 48.887727758307584], [2.29715777630159, 48.88746451593359], [2.297630225794854, 48.88745654754251], [2.298085954885595, 48.887480701412116], [2.30164634589797, 48.88918785517971]]], ""type"": ""Polygon""}";48.88440847164339,2.291534655682747
CP001755;;75008;9;3;Foncière Raynouard;REHABILITATION_IMMEUBLE;Réhabilitation Immeuble de bureaux;9 rue d'Argenson;;2020-10-27;2022-03-31;RESTREINTE;BUS renvoyés en circulation générale. Maintien de 3,50m de circulation.;2;2;;"{""coordinates"": [[[2.31670767766075, 48.874775047256456], [2.316778618087344, 48.87481209667106], [2.316874197676436, 48.87473078694602], [2.316810521848759, 48.874689972140715], [2.316708398851701, 48.87477505137311], [2.31670767766075, 48.874775047256456]]], ""type"": ""Polygon""}";48.87475197823626,2.3167923981450245
CP000938;;75008;9;2;SNCF;CREATION_RESEAUX;Installation d'une base vie, pour les travaux Eole .;avenue Friedland;En vis à vis du n°15 au n° 19;2019-01-08;2022-12-31;RESTREINTE;Report de la circulation générale dans la contre-allée. Mise à sens unique de la rue Beaujon depuis la rue Balzac vers et jusqu'à l'avenue Friedland.;1;2;;"{""coordinates"": [[[2.302276241512825, 48.87455169151426], [2.302805759292827, 48.87461198924992], [2.303134645957697, 48.87456474363321], [2.302375006497757, 48.87446906007543], [2.302276241512825, 48.87455169151426]]], ""type"": ""Polygon""}";48.87454675024233,2.302650304455642
CP002240;;75010;11;2;CPCU;RACCORDEMENT_RESEAU;;Rue La Fayette;Angle rue du Faubourg St Martin;2022-03-21;2022-06-03;RESTREINTE;En 4 phases avec Maintien d'une voie dans chaque sens;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/INFO BRT 19412.pdf;"{""coordinates"": [[[2.366206326673794, 48.88175718550396], [2.366213011140755, 48.8816525236539], [2.365997222215927, 48.88159665331367], [2.365963349708502, 48.881711878594075], [2.366206326673794, 48.88175718550396]]], ""type"": ""Polygon""}";48.881679918832795,2.3660920321884364
CP000116;;75013;14;2;SNCF;TRAVAUX_OUVRAGE;Base vie;F41 - 43 bd Vincent Auriol sous le viaduc RATP;;2016-09-16;2024-06-28;RESTREINTE;Maintien de 4,93m de circulation piste cyclable incluse. La base vie sera en place du 23/09/16 au 31/12/2020 condamnant la voie de retournement.;2;2;;"{""coordinates"": [[[2.369993722302624, 48.83566249101574], [2.370451457082264, 48.83585917228909], [2.3707002434498192, 48.83596008805611], [2.370753183197598, 48.83590444668051], [2.370055730223922, 48.83560213824699], [2.369993722302624, 48.83566249101574]]], ""type"": ""Polygon""}";48.835780810000806,2.3703698960129023
CP002169;;75014;12;2;RATP RER;TRAVAUX_OUVRAGE;Base vie pour création sorties supplémentaires RER.;Place Denfert Rochereau;Contre allée coté Est;2021-11-08;2023-07-04;RESTREINTE;Déplacement du passage piétons coté Ouest centre place et neutralisation de la contre allée.;2;2;;"{""coordinates"": [[[[2.33248140461793, 48.83413860435074], [2.332742694144547, 48.83427688631628], [2.333119304319019, 48.83409101097215], [2.333226569653753, 48.83397345230322], [2.333294052237815, 48.83378585268434], [2.333327347585872, 48.83372696036534], [2.332964234961482, 48.833493994347485], [2.332865655146731, 48.83356863469825], [2.333107775728407, 48.83372036525181], [2.33314714410965, 48.83382262922859], [2.333064216172524, 48.83394569369624], [2.332810316333014, 48.83407854659821], [2.33248140461793, 48.83413860435074]]], [[[2.332480510191037, 48.83413876754145], [2.332467827053632, 48.834141083688415], [2.332500228199379, 48.83415200660427], [2.332480510191037, 48.83413876754145]]], [[[2.332480510191037, 48.83413876754145], [2.33248140461793, 48.83413860435074], [2.332476029809183, 48.83413575932264], [2.332480510191037, 48.83413876754145]]]], ""type"": ""MultiPolygon""}";48.83393705608834,2.332991928507045
CP002218;;75005;12;1;SAP;TRAVAUX_OUVRAGE;travaux du bassin d'Austerlitz;Place Valhubert / Quai d'Austerlitz;Depuis le 72 Quai d'Austerlitz jusqu'à Place Valhubert;2022-01-10;2023-08-31;SENS_UNIQUE;Depuis Place Valhubert vers Pont Charles de Gaulle;1;2;;"{""coordinates"": [[[2.366209330158123, 48.84324539464203], [2.3662052644812412, 48.843245373102285], [2.3661814212295162, 48.84319961591614], [2.365419228260475, 48.84367603796608], [2.364938117246941, 48.843778166002735], [2.365166927594596, 48.84402363766875], [2.366209330158123, 48.84324539464203]]], ""type"": ""Polygon""}";48.84368201652438,2.3654753848705536
CP002227;524252;75015;13;2;GRDF;ENTRETIEN_RESEAU;Renouvellement de réseau;Pont Mirabeau / Quai André Citroen;Face au RER C;2022-01-03;2022-03-11;SENS_UNIQUE;"Depuis le Quai Louis Blériot vers Rond- Point du Pont Mirabeau
Travaux de nuit de 22hàà à 5h30";2;2;;"{""coordinates"": [[[2.277196816176358, 48.84633832877166], [2.277210886938279, 48.846276544533715], [2.277014234615908, 48.846157960114404], [2.276866952899452, 48.846118996163796], [2.27650322065852, 48.84626195219829], [2.276598356577655, 48.846335508423614], [2.276992053769352, 48.846197493551], [2.277193210842793, 48.84633830698939], [2.277196816176358, 48.84633832877166]]], ""type"": ""Polygon""}";48.84622744800386,2.2768335164096043
CP002268;;75015;13;2;CPCU;ENTRETIEN_RESEAU;Modernisation Chambre;bd Pasteur;Au N° 52;2022-01-31;2022-09-30;RESTREINTE;;2;2;;"{""coordinates"": [[[2.313657625860738, 48.84122930170467], [2.313680289320479, 48.841287731417765], [2.313696182835892, 48.84131280792319], [2.3138767494813433, 48.84115203226221], [2.313790782043143, 48.84110989664495], [2.313659397022841, 48.8412316915925], [2.313657625860738, 48.84122930170467]]], ""type"": ""Polygon""}";48.841203375944964,2.3137570032706707
CP002290;596683;75010;11;1;STV 10e;REAMENAGEMENT_VOIRIE;Mise aux normes PMR de l'arrêt de bus;Voie Bus;Emprise située entre le 32 et le 34 bd de Strasbourg;2022-05-02;2022-05-13;RESTREINTE;Voie bus neutralisée et report de l'arrêt;2;1;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/32BddeStrasbourg_IndiceB_L38_Emprise.pdf;"{""coordinates"": [[[2.355914369595359, 48.872086921673265], [2.355790982097866, 48.87185544608713], [2.355750776661675, 48.87189806069033], [2.355860192917228, 48.87209257926569], [2.355916173168747, 48.87208693137804], [2.355914369595359, 48.872086921673265]]], ""type"": ""Polygon""}";48.87198114127481,2.3558287450182562
CP002202;458502 / 458514;75014;12;2;Eau de Paris;ENTRETIEN_RESEAU;Remplacement de conduite;Rue Gazan;En vis-à-vis du 33 au 43;2021-12-06;2022-06-24;RESTREINTE;"Neutralisation de la voie de BUS
Réouverture de rue de la Cité Universitaire depuis rue Liard vers Bd Jourdan à la circulation générale";1;2;;"{""coordinates"": [[[[2.340656876947292, 48.82228231455735], [2.340734850110943, 48.82227590378145], [2.340983722766834, 48.821667048009274], [2.340883650543126, 48.821650391246074], [2.340656876947292, 48.82228231455735]]], [[[2.340656125873879, 48.8222844077699], [2.340656876947292, 48.82228231455735], [2.34065346558425, 48.822282595241], [2.340656125873879, 48.8222844077699]]]], ""type"": ""MultiPolygon""}";48.82195133872064,2.3408212496371505
CP002225;507036;75015;13;2;Eau de Paris;ENTRETIEN_RESEAU;;Rue de la Convention;Au N°181;2022-01-17;2022-09-16;RESTREINTE;Maintien de 3,20m dans chaque sens.;1;2;;"{""coordinates"": [[[2.295479386278059, 48.837744890373806], [2.295454684404739, 48.83772317164631], [2.295402426876888, 48.83771366415922], [2.295214279659403, 48.83780043875859], [2.295262730203768, 48.83784292365037], [2.295479377659876, 48.83774552797773], [2.295479386278059, 48.837744890373806]]], ""type"": ""Polygon""}";48.837774107366045,2.2953446010477
CP002253;71333;75020;10;2;CPCU;INSPECTION_SONDAGE_RESEAU;Travaux d'inspection + Remplacement en partie si nécessaire;Avenue Gambette;Entre bd de Ménilmontant et Place Martin Nadaud;2022-03-15;2022-09-16;SENS_UNIQUE;"Depuis Place Gambetta vers bd de Ménilmontant, sauf cyclistes
Barrage total de l'av. Gambetta les nuits du 15 au 17/03";1;2;;"{""coordinates"": [[[2.394881746189609, 48.864822790333726], [2.394925673198033, 48.86477644906047], [2.394590172828746, 48.86469602051846], [2.394551785415016, 48.864728049708916], [2.394390739350164, 48.864576858816584], [2.387757242677674, 48.86289966299421], [2.387740248566133, 48.86296047775091], [2.389591006104721, 48.86339957732177], [2.3918527212976413, 48.86396962965728], [2.394281946556773, 48.864601335113996], [2.394589216721433, 48.86477829276859], [2.394616610754966, 48.86476054704891], [2.394881663228775, 48.86482993247762], [2.394887159990914, 48.86482636200752], [2.394881746189609, 48.864822790333726]]], ""type"": ""Polygon""}";48.86384047833344,2.391362615969595
